"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"2030" "10" "10" "national" "DE8" "spruce" 0 0 0 5.53151357649944 86.7913135499606 9.0852288083829
"262" "1" "11" "national" "DE8" "spruce" 0 0 0 0 0 0
"4006" "2" "11" "national" "DE8" "spruce" 0 0 0 24.9407291951515 0.20958597211542 4.39209484057065
"5878" "3" "11" "national" "DE8" "spruce" 0 0 0 0 0 0
"7750" "4" "11" "national" "DE8" "spruce" 0 0 0 0 0.211362111823318 0.00177615230606288
"9622" "5" "11" "national" "DE8" "spruce" 0 0 0 0 50.3050968286991 0.565024161746346
"11494" "6" "11" "national" "DE8" "spruce" 0 0 7.46597834520562 0 50.0448836729219 17.7048964014053
"13366" "7" "11" "national" "DE8" "spruce" 0 0 0 0 113.715459274722 0
"15238" "8" "11" "national" "DE8" "spruce" 0 0 0 0 28.5838559752562 85.0207688627971
"17110" "9" "11" "national" "DE8" "spruce" 0 0 0 0 6.55465717866342 58.3314986799138
"2134" "10" "11" "national" "DE8" "spruce" 0 0 0 0 5.53151357649944 86.7913135499606
"366" "1" "12" "national" "DE8" "spruce" 0 0 0 0 0 0
"4110" "2" "12" "national" "DE8" "spruce" 0 0 0 0 24.9407291951515 0.20958597211542
"5982" "3" "12" "national" "DE8" "spruce" 0 0 0 0 0 0
"7854" "4" "12" "national" "DE8" "spruce" 0 0 0 0 0 0.211362111823318
"9726" "5" "12" "national" "DE8" "spruce" 30.4158832685259 0 0 0 0 50.3050968286991
"11598" "6" "12" "national" "DE8" "spruce" 0 0 0 7.46597834520562 0 50.0448836729219
"13470" "7" "12" "national" "DE8" "spruce" 0 0 0 0 0 113.715459274722
"15342" "8" "12" "national" "DE8" "spruce" 0 0 0 0 0 28.5838559752562
"17214" "9" "12" "national" "DE8" "spruce" 0 0 0 0 0 6.55465717866342
"2238" "10" "12" "national" "DE8" "spruce" 0 0 0 0 0 5.53151357649944
"470" "1" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"4214" "2" "13" "national" "DE8" "spruce" 0 0 0 0 0 24.9407291951515
"6086" "3" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"7958" "4" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"9830" "5" "13" "national" "DE8" "spruce" 0 30.4158832685259 0 0 0 0
"11702" "6" "13" "national" "DE8" "spruce" 0 0 0 0 7.46597834520562 0
"13574" "7" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"15446" "8" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"17318" "9" "13" "national" "DE8" "spruce" 27.8197673972978 0 0 0 0 0
"2342" "10" "13" "national" "DE8" "spruce" 0 0 0 0 0 0
"574" "1" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"4318" "2" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"6190" "3" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"8062" "4" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"9934" "5" "14" "national" "DE8" "spruce" 0 0 27.3742949416733 0 0 0
"11806" "6" "14" "national" "DE8" "spruce" 0 0 0 0 0 6.71938051068506
"13678" "7" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"15550" "8" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"17422" "9" "14" "national" "DE8" "spruce" 0 25.037790657568 0 0 0 0
"2446" "10" "14" "national" "DE8" "spruce" 0 0 0 0 0 0
"678" "1" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"4422" "2" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"6294" "3" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"8166" "4" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"10038" "5" "15" "national" "DE8" "spruce" 0 0 0 24.636865447506 0 0
"11910" "6" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"13782" "7" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"15654" "8" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"17526" "9" "15" "national" "DE8" "spruce" 0 0 22.5340115918112 0 0 0
"2550" "10" "15" "national" "DE8" "spruce" 0 0 0 0 0 0
"782" "1" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"4526" "2" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"6398" "3" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"8270" "4" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"10142" "5" "16" "national" "DE8" "spruce" 0 0 0 0 17.2458058132542 0
"12014" "6" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"13886" "7" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"15758" "8" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"17630" "9" "16" "national" "DE8" "spruce" 0 0 0 15.7738081142679 0 0
"2654" "10" "16" "national" "DE8" "spruce" 0 0 0 0 0 0
"886" "1" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"4630" "2" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"6502" "3" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"8374" "4" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"10246" "5" "17" "national" "DE8" "spruce" 0 0 0 0 0 12.0720640692779
"12118" "6" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"13990" "7" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"15862" "8" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"17734" "9" "17" "national" "DE8" "spruce" 0 0 0 0 11.0416656799875 0
"2758" "10" "17" "national" "DE8" "spruce" 0 0 0 0 0 0
"990" "1" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"4734" "2" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"6606" "3" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"8478" "4" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"10350" "5" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"12222" "6" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"14094" "7" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"15966" "8" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"17838" "9" "18" "national" "DE8" "spruce" 0 0 0 0 0 0.552083283999375
"2862" "10" "18" "national" "DE8" "spruce" 0 0 0 0 0 0
"88" "1" "1" "private" "DE8" "spruce" 1215.90333482181 74.0416593291509 8.09287954998298 14.5863404815802 97.949871553123 152.27124249169
"3832" "2" "1" "private" "DE8" "spruce" 482.67843285477 0 0 0 0 0
"5704" "3" "1" "private" "DE8" "spruce" 90.8929957898239 0 0 0 0 0
"7576" "4" "1" "private" "DE8" "spruce" 40.1650471643495 0 0 0 0 0
"9448" "5" "1" "private" "DE8" "spruce" 0 0 0 0 0 0
"11320" "6" "1" "private" "DE8" "spruce" 0 0 0 0 0 0
"13192" "7" "1" "private" "DE8" "spruce" 0 0 0 0 0 0
"15064" "8" "1" "private" "DE8" "spruce" 0 0 0 0 0 0
"16936" "9" "1" "private" "DE8" "spruce" 0 0 0 0 0 0
"1960" "10" "1" "private" "DE8" "spruce" 0 469.781026702945 10.3821194053827 198.626113060469 106.049104176051 146.838825782115
"1128" "1" "2" "private" "DE8" "spruce" 138.976488200101 1215.90333482181 74.0416593291509 8.09287954998298 14.5863404815802 97.949871553123
"4872" "2" "2" "private" "DE8" "spruce" 550.684647430011 482.67843285477 0 0 0 0
"6744" "3" "2" "private" "DE8" "spruce" 1206.43249847488 137.454949718865 60.6519532498911 117.339974984019 62.4900049955536 58.6188305966856
"8616" "4" "2" "private" "DE8" "spruce" 838.586894612638 68.1023991364311 244.42349831171 14.8840132893353 1.62684801856557 2.93217747329892
"10488" "5" "2" "private" "DE8" "spruce" 341.780554154623 0 0 0 0 0
"12360" "6" "2" "private" "DE8" "spruce" 0 0 0 0 0 0
"14232" "7" "2" "private" "DE8" "spruce" 51.2316236060632 0 0 0 0 0
"16104" "8" "2" "private" "DE8" "spruce" 0 0 0 0 0 0
"17976" "9" "2" "private" "DE8" "spruce" 0 0 0 0 0 0
"3000" "10" "2" "private" "DE8" "spruce" 0 0 469.781026702945 10.3821194053827 198.626113060469 106.049104176051
"1232" "1" "3" "private" "DE8" "spruce" 51.5092144820176 24.2314392023455 135.062851167841 118.372954992756 77.1076933931323 55.4170359692856
"4976" "2" "3" "private" "DE8" "spruce" 381.338976109394 30.990040605728 218.783069517156 27.4659545939189 14.0086915178872 10.7755076517194
"6848" "3" "3" "private" "DE8" "spruce" 1000.68521185502 1531.70237770712 670.647996980134 164.836870026914 160.471611240846 97.021304904101
"8720" "4" "3" "private" "DE8" "spruce" 1168.62122860108 424.808132412303 192.603056254908 128.291304470698 16.0132456427856 8.13248964810859
"10592" "5" "3" "private" "DE8" "spruce" 925.588760120003 1175.4634318397 67.7041394923584 242.9941211286 14.7969722759473 1.61733428746285
"12464" "6" "3" "private" "DE8" "spruce" 362.979572981371 0 0 0 0 0
"14336" "7" "3" "private" "DE8" "spruce" 119.379271936308 51.2316236060632 0 0 0 0
"16208" "8" "3" "private" "DE8" "spruce" 0 0 0 0 0 0
"18080" "9" "3" "private" "DE8" "spruce" 0 0 0 0 0 0
"3104" "10" "3" "private" "DE8" "spruce" 0 0 0 469.781026702945 10.3821194053827 198.626113060469
"1336" "1" "4" "private" "DE8" "spruce" 0 74.8207850269335 442.510922609222 235.66145951713 221.062539114619 133.506713642922
"5080" "2" "4" "private" "DE8" "spruce" 199.948563743791 167.735141148546 102.488316454835 61.0487412779176 32.111905441743 20.4119862131437
"6952" "3" "4" "private" "DE8" "spruce" 444.030841064395 261.366368308061 373.38769051023 194.135001448511 74.1736690355952 51.8357692078292
"8824" "4" "4" "private" "DE8" "spruce" 307.676578539787 100.003415811451 141.608852011324 62.0581939148035 15.9333940318095 14.5964780608806
"10696" "5" "4" "private" "DE8" "spruce" 139.777832677126 322.984447194053 332.105098792575 201.151489430348 43.7152095166727 37.0032501600843
"12568" "6" "4" "private" "DE8" "spruce" 0 2439.59115843589 1586.82390404821 258.119740320819 368.165380006027 30.5513085244579
"14440" "7" "4" "private" "DE8" "spruce" 6.40392017663335 1.00318715912864 0.430517845429103 0 0 0
"16312" "8" "4" "private" "DE8" "spruce" 0 0 0 0 0 0
"18184" "9" "4" "private" "DE8" "spruce" 0 0 0 0 0 0
"3208" "10" "4" "private" "DE8" "spruce" 15.1030703946545 118.376084777179 50.8011057606341 0 469.781026702945 10.3821194053827
"1440" "1" "5" "private" "DE8" "spruce" 0 15.0473092073925 121.654180961613 96.7045512681876 59.1323528920774 46.4289063627696
"5184" "2" "5" "private" "DE8" "spruce" 158.033342575211 259.978609819133 390.863914096292 310.490297610129 136.483798591376 110.232139309196
"7056" "3" "5" "private" "DE8" "spruce" 185.517769599375 88.8174484520139 74.6081423936833 73.1026405831405 53.870688390424 27.5309698034388
"8928" "4" "5" "private" "DE8" "spruce" 44.0534542150049 807.558294205965 400.144465224722 543.834649857489 279.851200187776 105.982331142428
"10800" "5" "5" "private" "DE8" "spruce" 385.007447928099 139.777832677126 322.984447194053 332.105098792575 201.151489430348 43.7152095166727
"12672" "6" "5" "private" "DE8" "spruce" 17.1052975280212 0 2439.59115843589 1586.82390404821 258.119740320819 368.165380006027
"14544" "7" "5" "private" "DE8" "spruce" 0 6.40392017663335 1.00318715912864 0.430517845429103 0 0
"16416" "8" "5" "private" "DE8" "spruce" 0 0 0 0 0 0
"18288" "9" "5" "private" "DE8" "spruce" 37.0425930054105 0 0 0 0 0
"3312" "10" "5" "private" "DE8" "spruce" 0 15.1030703946545 118.376084777179 50.8011057606341 0 469.781026702945
"1544" "1" "6" "private" "DE8" "spruce" 0 0 0.0719966947722127 0.58207742086896 0.462701202240132 0.282929918143911
"5288" "2" "6" "private" "DE8" "spruce" 151.066689935294 366.735249744751 587.835207208798 531.993663332667 365.700762440601 225.45665536911
"7160" "3" "6" "private" "DE8" "spruce" 22.7058911379611 84.3336176134266 223.237033824657 246.008420831985 189.847419161138 126.769790553025
"9032" "4" "6" "private" "DE8" "spruce" 473.762221844495 10.4701034681402 191.930895035498 95.1015993583419 129.252181356264 66.5117202240005
"10904" "5" "6" "private" "DE8" "spruce" 507.024066329177 408.318244328864 567.095674454273 534.720083501305 619.874106340484 349.234187287557
"12776" "6" "6" "private" "DE8" "spruce" 510.831081076128 17.1052975280212 0 2439.59115843589 1586.82390404821 258.119740320819
"14648" "7" "6" "private" "DE8" "spruce" 442.155347746307 0 0.0538144552658265 0.00843014419435831 0.00361779702041263 0
"16520" "8" "6" "private" "DE8" "spruce" 165.744355172836 57.7601499016524 27.6529259032656 23.2289203230993 22.7601888886823 16.7724043009763
"18392" "9" "6" "private" "DE8" "spruce" 156.925160412842 37.0425930054105 6.35010572136752 0.99475701493428 0.42690004840869 0
"3416" "10" "6" "private" "DE8" "spruce" 488.490763696325 0 15.1030703946545 118.376084777179 50.8011057606341 0
"1648" "1" "7" "private" "DE8" "spruce" 0 0 0 0.0719966947722127 0.58207742086896 0.462701202240132
"5392" "2" "7" "private" "DE8" "spruce" 0 48.9331988893938 69.1859419956354 109.908972421552 104.4618238 82.9031476593962
"7264" "3" "7" "private" "DE8" "spruce" 206.872242057766 89.0763565360717 234.426883120271 461.513783577177 457.793081910074 328.568055224141
"9136" "4" "7" "private" "DE8" "spruce" 342.693104960558 3.98119514155038 0.0879840627574805 1.61286466416385 0.799173103851613 1.08615278450642
"11008" "5" "7" "private" "DE8" "spruce" 170.85612569467 4.26070643974098 3.43124575066272 4.76550986936364 4.4934460798429 5.20902610370154
"12880" "6" "7" "private" "DE8" "spruce" 130.949391517245 858.253995258204 416.790685162029 562.33016458491 2227.95381785346 1718.94604270308
"14752" "7" "7" "private" "DE8" "spruce" 38.235658288182 442.155347746307 0 0.0538144552658265 0.00843014419435831 0.00361779702041263
"16624" "8" "7" "private" "DE8" "spruce" 25.5410704120094 165.744355172836 57.7601499016524 27.6529259032656 23.2289203230993 22.7601888886823
"18496" "9" "7" "private" "DE8" "spruce" 0 156.925160412842 37.0425930054105 6.35010572136752 0.99475701493428 0.42690004840869
"3520" "10" "7" "private" "DE8" "spruce" 37.4869930022959 643.831209403686 5.20161094419358 15.1030703946545 860.240062781076 533.344047342545
"1752" "1" "8" "private" "DE8" "spruce" 0 0 0 0 0.0013584282032493 0.0109825928465841
"5496" "2" "8" "private" "DE8" "spruce" 0 0 48.9331988893938 69.1859419956354 109.979610688121 105.032918628022
"7368" "3" "8" "private" "DE8" "spruce" 0 1.7384222021661 0.748540811227494 1.96997380773337 3.87826708888384 3.84700068831995
"9240" "4" "8" "private" "DE8" "spruce" 91.7931155192923 547.826924816158 92.3090108663946 232.544893375295 459.248381152457 454.745254325606
"11112" "5" "8" "private" "DE8" "spruce" 119.365615554503 193.755888128658 140.927888529184 26.4597093494673 72.909776802666 133.386817763889
"12984" "6" "8" "private" "DE8" "spruce" 203.342504597988 130.949391517245 858.253995258204 416.790685162029 562.33016458491 2227.95381785346
"14856" "7" "8" "private" "DE8" "spruce" 198.072163178346 38.235658288182 442.155347746307 0 0.0538144552658265 0.00843014419435831
"16728" "8" "8" "private" "DE8" "spruce" 0 25.5410704120094 165.744355172836 57.7601499016524 27.6529259032656 23.2289203230993
"18600" "9" "8" "private" "DE8" "spruce" 0 0 156.925160412842 37.0425930054105 6.35010572136752 0.99475701493428
"3624" "10" "8" "private" "DE8" "spruce" 50.1017431110798 37.4869930022959 643.831209403686 5.20161094419358 15.1030703946545 860.240062781076
"1856" "1" "9" "private" "DE8" "spruce" 0 0 0 0 0 0.0013584282032493
"5600" "2" "9" "private" "DE8" "spruce" 0 0 0 20.3477618403379 28.7694060960268 45.7325287609597
"7472" "3" "9" "private" "DE8" "spruce" 0 0 1.7384222021661 4.40972979287998 7.14647594265861 12.1069573849735
"9344" "4" "9" "private" "DE8" "spruce" 281.492909592179 0.194065783338884 1.15819645838511 8.5032391603108 12.2383161739402 19.6437240204047
"11216" "5" "9" "private" "DE8" "spruce" 15.0862602482294 46.4975694033832 274.46743954806 46.8810668966102 116.181362703853 229.565100134963
"13088" "6" "9" "private" "DE8" "spruce" 91.5446876552501 83.2272404294294 134.255422640598 100.869809356634 20.0173572884721 52.6847108398691
"14960" "7" "9" "private" "DE8" "spruce" 57.7063157803166 198.072163178346 38.235658288182 442.155347746307 0 0.0538144552658265
"16832" "8" "9" "private" "DE8" "spruce" 12.0510150552357 137.540575514395 149.659420828585 635.91595471274 273.322414644225 329.803051752955
"18704" "9" "9" "private" "DE8" "spruce" 0 101.24225967326 65.1984312195566 584.24149560469 244.558630343467 286.328837455626
"3728" "10" "9" "private" "DE8" "spruce" 21.4053576386442 50.1017431110798 37.4869930022959 643.831209403686 5.20161094419358 15.1030703946545
"192" "1" "10" "private" "DE8" "spruce" 0 0 0 0 0 0
"3936" "2" "10" "private" "DE8" "spruce" 0 22.8997624339884 136.667182089443 23.0284635988046 68.2301224684936 129.014761583185
"5808" "3" "10" "private" "DE8" "spruce" 72.2459274668821 0 0 1.7384222021661 4.40972979287998 7.14647594265861
"7680" "4" "10" "private" "DE8" "spruce" 368.96843345125 281.492909592179 0.194065783338884 1.15819645838511 8.5032391603108 12.2383161739402
"9552" "5" "10" "private" "DE8" "spruce" 181.98881573912 15.0862602482294 46.4975694033832 274.46743954806 46.8810668966102 116.181362703853
"11424" "6" "10" "private" "DE8" "spruce" 51.0942627809012 91.5446876552501 83.2272404294294 134.255422640598 100.869809356634 20.0173572884721
"13296" "7" "10" "private" "DE8" "spruce" 12.0838673907585 57.7063157803166 198.072163178346 38.235658288182 442.155347746307 0
"15168" "8" "10" "private" "DE8" "spruce" 72.6180284898903 12.0510150552357 137.540575514395 149.659420828585 635.91595471274 273.322414644225
"17040" "9" "10" "private" "DE8" "spruce" 0 0 101.24225967326 65.1984312195566 584.24149560469 244.558630343467
"2064" "10" "10" "private" "DE8" "spruce" 30.5825963016827 21.4053576386442 50.1017431110798 37.4869930022959 643.831209403686 5.20161094419358
"296" "1" "11" "private" "DE8" "spruce" 0 0 0 0 0 0
"4040" "2" "11" "private" "DE8" "spruce" 0 0 22.8997624339884 136.667182089443 23.0284635988046 68.2301224684936
"5912" "3" "11" "private" "DE8" "spruce" 12.4676501545672 72.2459274668821 0 0 1.7384222021661 4.40972979287998
"7784" "4" "11" "private" "DE8" "spruce" 0 368.96843345125 281.492909592179 0.194065783338884 1.15819645838511 8.5032391603108
"9656" "5" "11" "private" "DE8" "spruce" 0 181.98881573912 15.0862602482294 46.4975694033832 274.46743954806 46.8810668966102
"11528" "6" "11" "private" "DE8" "spruce" 46.9705047418967 51.0942627809012 91.5446876552501 83.2272404294294 134.255422640598 100.869809356634
"13400" "7" "11" "private" "DE8" "spruce" 35.1941163665103 12.0838673907585 57.7063157803166 198.072163178346 38.235658288182 442.155347746307
"15272" "8" "11" "private" "DE8" "spruce" 12.8765051236519 72.6180284898903 12.0510150552357 137.540575514395 149.659420828585 635.91595471274
"17144" "9" "11" "private" "DE8" "spruce" 0 0 0 101.24225967326 65.1984312195566 584.24149560469
"2168" "10" "11" "private" "DE8" "spruce" 0 30.5825963016827 21.4053576386442 50.1017431110798 37.4869930022959 643.831209403686
"400" "1" "12" "private" "DE8" "spruce" 0 0 0 0 0 0
"4144" "2" "12" "private" "DE8" "spruce" 0 0 0 22.8997624339884 136.667182089443 23.0284635988046
"6016" "3" "12" "private" "DE8" "spruce" 0 12.4676501545672 72.2459274668821 0 0 1.7384222021661
"7888" "4" "12" "private" "DE8" "spruce" 0 0 368.96843345125 281.492909592179 0.194065783338884 1.15819645838511
"9760" "5" "12" "private" "DE8" "spruce" 0 0 181.98881573912 15.0862602482294 46.4975694033832 274.46743954806
"11632" "6" "12" "private" "DE8" "spruce" 0 46.9705047418967 51.0942627809012 91.5446876552501 83.2272404294294 134.255422640598
"13504" "7" "12" "private" "DE8" "spruce" 0 35.1941163665103 12.0838673907585 57.7063157803166 198.072163178346 38.235658288182
"15376" "8" "12" "private" "DE8" "spruce" 0 12.8765051236519 72.6180284898903 12.0510150552357 137.540575514395 149.659420828585
"17248" "9" "12" "private" "DE8" "spruce" 21.3874491866137 0 0 0 101.24225967326 65.1984312195566
"2272" "10" "12" "private" "DE8" "spruce" 6.46826919070927 0 30.5825963016827 21.4053576386442 50.1017431110798 37.4869930022959
"504" "1" "13" "private" "DE8" "spruce" 0 0 0 0 0 0
"4248" "2" "13" "private" "DE8" "spruce" 0 0 0 0 22.8997624339884 136.667182089443
"6120" "3" "13" "private" "DE8" "spruce" 0 0 12.4676501545672 72.2459274668821 0 0
"7992" "4" "13" "private" "DE8" "spruce" 0 0 0 368.96843345125 281.492909592179 0.194065783338884
"9864" "5" "13" "private" "DE8" "spruce" 0 0 0 181.98881573912 15.0862602482294 46.4975694033832
"11736" "6" "13" "private" "DE8" "spruce" 0 0 46.9705047418967 51.0942627809012 91.5446876552501 83.2272404294294
"13608" "7" "13" "private" "DE8" "spruce" 0 0 35.1941163665103 12.0838673907585 57.7063157803166 198.072163178346
"15480" "8" "13" "private" "DE8" "spruce" 0 0 12.8765051236519 72.6180284898903 12.0510150552357 137.540575514395
"17352" "9" "13" "private" "DE8" "spruce" 0 21.3874491866137 0 0 0 101.24225967326
"2376" "10" "13" "private" "DE8" "spruce" 0 6.46826919070927 0 30.5825963016827 21.4053576386442 50.1017431110798
"608" "1" "14" "private" "DE8" "spruce" 0 0 0 0 0 0
"4352" "2" "14" "private" "DE8" "spruce" 0 0 0 0 0 20.6097861905895
"6224" "3" "14" "private" "DE8" "spruce" 0 0 0 11.2208851391105 65.0213347201939 0
"8096" "4" "14" "private" "DE8" "spruce" 0 0 0 0 332.071590106125 253.343618632961
"9968" "5" "14" "private" "DE8" "spruce" 0 0 0 0 163.789934165208 13.5776342234065
"11840" "6" "14" "private" "DE8" "spruce" 0 0 0 42.273454267707 45.9848365028111 82.3902188897251
"13712" "7" "14" "private" "DE8" "spruce" 0 0 0 31.6747047298593 10.8754806516827 51.9356842022849
"15584" "8" "14" "private" "DE8" "spruce" 0 0 0 11.5888546112867 65.3562256409013 10.8459135497121
"17456" "9" "14" "private" "DE8" "spruce" 0 0 19.2487042679523 0 0 0
"2480" "10" "14" "private" "DE8" "spruce" 6.05745187091751 0 5.82144227163834 0 27.5243366715144 19.2648218747798
"712" "1" "15" "private" "DE8" "spruce" 0 0 0 0 0 0
"4456" "2" "15" "private" "DE8" "spruce" 0 0 0 0 0 0
"6328" "3" "15" "private" "DE8" "spruce" 0 0 0 0 10.0987966251994 58.5192012481745
"8200" "4" "15" "private" "DE8" "spruce" 0 0 0 0 0 298.864431095513
"10072" "5" "15" "private" "DE8" "spruce" 0 0 0 0 0 147.410940748687
"11944" "6" "15" "private" "DE8" "spruce" 0 0 0 0 38.0461088409363 41.38635285253
"13816" "7" "15" "private" "DE8" "spruce" 0 0 0 0 28.5072342568733 9.78793258651439
"15688" "8" "15" "private" "DE8" "spruce" 0 0 0 0 10.429969150158 58.8206030768111
"17560" "9" "15" "private" "DE8" "spruce" 0 0 0 17.3238338411571 0 0
"2584" "10" "15" "private" "DE8" "spruce" 0 5.45170668382576 0 5.23929804447451 0 24.771903004363
"816" "1" "16" "private" "DE8" "spruce" 0 0 0 0 0 0
"4560" "2" "16" "private" "DE8" "spruce" 0 0 0 0 0 0
"6432" "3" "16" "private" "DE8" "spruce" 0 0 0 0 0 7.0691576376396
"8304" "4" "16" "private" "DE8" "spruce" 0 0 0 0 0 0
"10176" "5" "16" "private" "DE8" "spruce" 0 0 0 0 0 0
"12048" "6" "16" "private" "DE8" "spruce" 0 0 0 0 0 26.6322761886554
"13920" "7" "16" "private" "DE8" "spruce" 0 0 0 0 0 19.9550639798113
"15792" "8" "16" "private" "DE8" "spruce" 0 0 0 0 0 7.30097840511063
"17664" "9" "16" "private" "DE8" "spruce" 0 0 0 0 12.12668368881 0
"2688" "10" "16" "private" "DE8" "spruce" 0 0 3.81619467867803 0 3.66750863113216 0
"920" "1" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"4664" "2" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"6536" "3" "17" "private" "DE8" "spruce" 62.9790914235722 0 0 0 0 0
"8408" "4" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"10280" "5" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"12152" "6" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"14024" "7" "17" "private" "DE8" "spruce" 0 0 0 0 0 0
"15896" "8" "17" "private" "DE8" "spruce" 14.3218708312269 0 0 0 0 0
"17768" "9" "17" "private" "DE8" "spruce" 0 0 0 0 0 8.48867858216697
"2792" "10" "17" "private" "DE8" "spruce" 0 0 0 2.67133627507462 0 2.56725604179251
"1024" "1" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"4768" "2" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"6640" "3" "18" "private" "DE8" "spruce" 0 3.14895457117861 0.157447728558931 0.00787238642794653 0.000393619321397326 1.96809660698663e-05
"8512" "4" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"10384" "5" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"12256" "6" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"14128" "7" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"16000" "8" "18" "private" "DE8" "spruce" 0 0.716093541561345 0.0358046770780672 0.00179023385390336 8.95116926951681e-05 4.47558463475841e-06
"17872" "9" "18" "private" "DE8" "spruce" 0 0 0 0 0 0
"2896" "10" "18" "private" "DE8" "spruce" 0 0 0 0 0.133566813753731 0.00667834068768655
"12" "1" "1" "communal" "DE9_5_6" "spruce" 923.966274792479 0 3.05106261162259 89.0838355680981 107.644269232149 454.416466433515
"3756" "2" "1" "communal" "DE9_5_6" "spruce" 397.707273697315 0 0 0 0 0
"5628" "3" "1" "communal" "DE9_5_6" "spruce" 72.9083140547348 0 0 0 0 0
"7500" "4" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"9372" "5" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"11244" "6" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"13116" "7" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"14988" "8" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16860" "9" "1" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"1884" "10" "1" "communal" "DE9_5_6" "spruce" 0 159.495225584512 87.292924095522 159.242288357089 79.4936696334082 103.886579300726
"1052" "1" "2" "communal" "DE9_5_6" "spruce" 397.707273697315 923.966274792479 0 3.05106261162259 89.0838355680981 107.644269232149
"4796" "2" "2" "communal" "DE9_5_6" "spruce" 0 397.707273697315 0 0 0 0
"6668" "3" "2" "communal" "DE9_5_6" "spruce" 975.650369144942 72.9083140547348 83.5048942204716 100.818374353045 46.7854940552403 43.5466886410552
"8540" "4" "2" "communal" "DE9_5_6" "spruce" 223.271487072823 79.9479698403461 185.737683859476 0 0.613331155317659 17.9078238450351
"10412" "5" "2" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"12284" "6" "2" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"14156" "7" "2" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"16028" "8" "2" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"17900" "9" "2" "communal" "DE9_5_6" "spruce" 0 0 0 0 0 0
"2924" "10" "2" "communal" "DE9_5_6" "spruce" 0 0 159.495225584512 87.292924095522 159.242288357089 79.4936696334082
