"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"8784" "4" "4" "national" "DE3_4" "spruce" 0 0 3.74560373571231 2.87642614219047 0.691465552629676 0.907352601999049
"10656" "5" "4" "national" "DE3_4" "spruce" 0 0 8.4996392464241 14.6949805187908 1.96323608218201 2.30871900794291
"12528" "6" "4" "national" "DE3_4" "spruce" 0 0 0 0 47.8935367438154 0.876916629817752
"14400" "7" "4" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16272" "8" "4" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"18144" "9" "4" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3168" "10" "4" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1400" "1" "5" "national" "DE3_4" "spruce" 0 0 14.085831632566 7.62244847304353 3.47973145607629 2.07005290014587
"5144" "2" "5" "national" "DE3_4" "spruce" 0 0 8.4996392464241 14.7556068020282 6.54179835992672 5.24617726598809
"7016" "3" "5" "national" "DE3_4" "spruce" 0 0 0 0.919822920647654 3.03878406213673 1.54393870624375
"8888" "4" "5" "national" "DE3_4" "spruce" 0 0 0 12.9181070962862 11.9495878830041 5.72174139431534
"10760" "5" "5" "national" "DE3_4" "spruce" 0 0 0 8.4996392464241 14.6949805187908 1.96323608218201
"12632" "6" "5" "national" "DE3_4" "spruce" 0 0 0 0 0 47.8935367438154
"14504" "7" "5" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16376" "8" "5" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"18248" "9" "5" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3272" "10" "5" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1504" "1" "6" "national" "DE3_4" "spruce" 0 0 0 0.0673963236007942 0.0364710453255671 0.0166494328041928
"5248" "2" "6" "national" "DE3_4" "spruce" 0 0 8.4996392464241 13.1754465741253 13.7066433185271 10.1055988991831
"7120" "3" "6" "national" "DE3_4" "spruce" 0 0 14.085831632566 9.94744234389997 7.49235641852841 5.40754384536938
"8992" "4" "6" "national" "DE3_4" "spruce" 0 0 0 0 3.07022276279448 2.84003658205926
"10864" "5" "6" "national" "DE3_4" "spruce" 0 0 0 0 15.3352295484948 21.0180808335643
"12736" "6" "6" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14608" "7" "6" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16480" "8" "6" "national" "DE3_4" "spruce" 0 0 0 0 0.286382861837528 0.946112188211437
"18352" "9" "6" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3376" "10" "6" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1608" "1" "7" "national" "DE3_4" "spruce" 0 0 0 0 0.0673963236007942 0.0364710453255671
"5352" "2" "7" "national" "DE3_4" "spruce" 0 0 0 1.32105829929759 2.17399929868986 2.77158363762908
"7224" "3" "7" "national" "DE3_4" "spruce" 0 0 0 17.78514906698 15.8227585362669 12.818888798362
"9096" "4" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0.0258001912839872
"10968" "5" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0.128867475197436
"12840" "6" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 15.2063620732974
"14712" "7" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16584" "8" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0.286382861837528
"18456" "9" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3480" "10" "7" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1712" "1" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0.0012716287471848
"5456" "2" "8" "national" "DE3_4" "spruce" 0 0 0 0 1.32105829929759 2.24012399354347
"7328" "3" "8" "national" "DE3_4" "spruce" 204.079179751539 0 0 0 0.149455034176303 0.132964357447621
"9200" "4" "8" "national" "DE3_4" "spruce" 0 0 0 0 17.6356940328037 15.6897941788193
"11072" "5" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 4.39960231685167
"12944" "6" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14816" "7" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16688" "8" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"18560" "9" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3584" "10" "8" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1816" "1" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"5560" "2" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0.549332156110795
"7432" "3" "9" "national" "DE3_4" "spruce" 0 204.079179751539 0 0 0 0.248296806210079
"9304" "4" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0.261579555781387
"11176" "5" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 8.79920463370335
"13048" "6" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14920" "7" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16792" "8" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"18664" "9" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3688" "10" "9" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"152" "1" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3896" "2" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 4.39960231685167
"5768" "3" "10" "national" "DE3_4" "spruce" 0 0 204.079179751539 0 0 0
"7640" "4" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9512" "5" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11384" "6" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13256" "7" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15128" "8" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17000" "9" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2024" "10" "10" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"256" "1" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4000" "2" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"5872" "3" "11" "national" "DE3_4" "spruce" 0 0 0 204.079179751539 0 0
"7744" "4" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9616" "5" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11488" "6" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13360" "7" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15232" "8" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17104" "9" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2128" "10" "11" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"360" "1" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4104" "2" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"5976" "3" "12" "national" "DE3_4" "spruce" 0 0 0 0 204.079179751539 0
"7848" "4" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9720" "5" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11592" "6" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13464" "7" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15336" "8" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17208" "9" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2232" "10" "12" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"464" "1" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4208" "2" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6080" "3" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 204.079179751539
"7952" "4" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9824" "5" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11696" "6" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13568" "7" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15440" "8" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17312" "9" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2336" "10" "13" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"568" "1" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4312" "2" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6184" "3" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"8056" "4" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9928" "5" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11800" "6" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13672" "7" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15544" "8" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17416" "9" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2440" "10" "14" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"672" "1" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4416" "2" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6288" "3" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"8160" "4" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"10032" "5" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11904" "6" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13776" "7" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15648" "8" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17520" "9" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2544" "10" "15" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"776" "1" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4520" "2" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6392" "3" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"8264" "4" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"10136" "5" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"12008" "6" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13880" "7" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15752" "8" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17624" "9" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2648" "10" "16" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"880" "1" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4624" "2" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6496" "3" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"8368" "4" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"10240" "5" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"12112" "6" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13984" "7" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15856" "8" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17728" "9" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2752" "10" "17" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"984" "1" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"4728" "2" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6600" "3" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"8472" "4" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"10344" "5" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"12216" "6" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14088" "7" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15960" "8" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17832" "9" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2856" "10" "18" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"84" "1" "1" "private" "DE3_4" "spruce" 790.145288835277 0 0 1.96762782661815 9.28079625692516 20.2403374641276
"3828" "2" "1" "private" "DE3_4" "spruce" 1053.22446571425 0 0 0 0 0
"5700" "3" "1" "private" "DE3_4" "spruce" 32.4209658879147 0 0 0 0 0
"7572" "4" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"9444" "5" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"11316" "6" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"13188" "7" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"15060" "8" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16932" "9" "1" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"1956" "10" "1" "private" "DE3_4" "spruce" 0 61.4022518134195 22.8050327261692 96.2958323313655 88.4449178475732 79.4194928637833
"1124" "1" "2" "private" "DE3_4" "spruce" 0 790.145288835277 0 0 1.96762782661815 9.28079625692516
"4868" "2" "2" "private" "DE3_4" "spruce" 790.145288835277 1053.22446571425 0 0 0 0
"6740" "3" "2" "private" "DE3_4" "spruce" 0 99.2299984398406 111.836742074432 70.4995967825624 45.8111001042612 36.0358852979092
"8612" "4" "2" "private" "DE3_4" "spruce" 0 0 158.836702014587 0 0 0.395536769234994
"10484" "5" "2" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"12356" "6" "2" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"14228" "7" "2" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16100" "8" "2" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"17972" "9" "2" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"2996" "10" "2" "private" "DE3_4" "spruce" 0 0 61.4022518134195 22.8050327261692 96.2958323313655 88.4449178475732
"1228" "1" "3" "private" "DE3_4" "spruce" 395.072644417638 41.9689019606071 98.6429585588004 71.6517834324622 53.0737857070784 36.0603919179846
"4972" "2" "3" "private" "DE3_4" "spruce" 967.850971615238 43.2536910481441 146.162621715704 10.4789251175845 7.61162970069057 5.9866819297943
"6844" "3" "3" "private" "DE3_4" "spruce" 943.192204895759 459.812365071841 670.365859951067 194.619471121013 104.286861725615 67.5932960261207
"8716" "4" "3" "private" "DE3_4" "spruce" 790.145288835277 846.434060237144 405.269108063654 85.6816428822923 6.07623176351338 4.41362311882795
"10588" "5" "3" "private" "DE3_4" "spruce" 0 0 0 157.907832412163 0 0
"12460" "6" "3" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"14332" "7" "3" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16204" "8" "3" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"18076" "9" "3" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"3100" "10" "3" "private" "DE3_4" "spruce" 0 0 0 61.4022518134195 22.8050327261692 96.2958323313655
"1332" "1" "4" "private" "DE3_4" "spruce" 0 85.921265682684 265.867123459663 172.762199545731 135.898042013302 111.9281417783
"5076" "2" "4" "private" "DE3_4" "spruce" 0 372.876883418565 217.831757534025 42.8125611011905 18.6371217931123 13.7852843246657
"6948" "3" "4" "private" "DE3_4" "spruce" 395.072644417638 194.523175706404 188.290869523194 201.616168230855 73.0939750019957 35.9012642730833
"8820" "4" "4" "private" "DE3_4" "spruce" 0 91.6416002148597 48.5517872481742 63.8198770331901 18.2593768876966 9.44953011207859
"10692" "5" "4" "private" "DE3_4" "spruce" 197.837550330779 473.493968573017 106.574799984859 179.470271343965 44.1659348349496 23.5341073715848
"12564" "6" "4" "private" "DE3_4" "spruce" 340.738975141646 783.50541245851 839.321168974647 401.863485306817 241.542504913829 6.02517099239142
"14436" "7" "4" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16308" "8" "4" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"18180" "9" "4" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"3204" "10" "4" "private" "DE3_4" "spruce" 0 0 0 0 61.4022518134195 22.8050327261692
"1436" "1" "5" "private" "DE3_4" "spruce" 0 20.9844509803035 87.6793618151384 58.7194965243317 38.9916224299496 28.8802153739114
"5180" "2" "5" "private" "DE3_4" "spruce" 0 192.888527171056 210.923817962177 271.331477140944 118.641978208476 71.7887098137437
"7052" "3" "5" "private" "DE3_4" "spruce" 0 7.45420083806864 98.1525384185715 80.3799679043547 47.7882819233714 22.3290638581362
"8924" "4" "5" "private" "DE3_4" "spruce" 96.7664140477056 408.602894559873 352.954775040729 291.258870274356 284.182816360889 102.709164428272
"10796" "5" "5" "private" "DE3_4" "spruce" 154.396296538332 197.837550330779 473.493968573017 106.574799984859 179.470271343965 44.1659348349496
"12668" "6" "5" "private" "DE3_4" "spruce" 0 340.738975141646 783.50541245851 839.321168974647 401.863485306817 241.542504913829
"14540" "7" "5" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16412" "8" "5" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"18284" "9" "5" "private" "DE3_4" "spruce" 171.837644991071 0 0 0 0 0
"3308" "10" "5" "private" "DE3_4" "spruce" 0 0 0 0 0 61.4022518134195
"1540" "1" "6" "private" "DE3_4" "spruce" 0 0 0.100404071676094 0.419518477584394 0.280954528824553 0.18656278674617
"5284" "2" "6" "private" "DE3_4" "spruce" 0 192.888527171056 321.161826682262 384.767184339956 300.037332669589 180.707262473762
"7156" "3" "6" "private" "DE3_4" "spruce" 0 20.9844509803035 142.728148468549 147.925516794426 143.383004780225 96.2561150816011
"9028" "4" "6" "private" "DE3_4" "spruce" 61.9226098796349 22.998295715374 97.111898707055 83.8861124536261 69.2229601997349 67.5412074759062
"10900" "5" "6" "private" "DE3_4" "spruce" 166.38498505219 205.600049263127 414.048947452147 660.259275545241 260.693843448419 329.845035158247
"12772" "6" "6" "private" "DE3_4" "spruce" 0 0 340.738975141646 783.50541245851 839.321168974647 401.863485306817
"14644" "7" "6" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"16516" "8" "6" "private" "DE3_4" "spruce" 22.6688055191726 0 2.32083297860712 30.5593655234602 25.0259530678466 14.8786735275932
"18388" "9" "6" "private" "DE3_4" "spruce" 0 171.837644991071 0 0 0 0
"3412" "10" "6" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"1644" "1" "7" "private" "DE3_4" "spruce" 0 0 0 0.100404071676094 0.419518477584394 0.280954528824553
"5388" "2" "7" "private" "DE3_4" "spruce" 0 0 31.0024817163986 63.3834865930928 76.0946410586298 63.9683102211628
"7260" "3" "7" "private" "DE3_4" "spruce" 0 0 104.935765944941 272.675881222546 305.271148208956 257.790064341235
"9132" "4" "7" "private" "DE3_4" "spruce" 196.821823797586 0.520358066215419 0.193262989204823 0.816066375689538 0.704925314736353 0.581705547896932
"11004" "5" "7" "private" "DE3_4" "spruce" 395.072644417638 1.39819315169908 1.72773150641283 3.47940291976594 5.54839727348942 2.19070456679344
"12876" "6" "7" "private" "DE3_4" "spruce" 434.005681566539 164.986791900491 203.872317756714 647.691989221596 1199.95733489493 842.592139513105
"14748" "7" "7" "private" "DE3_4" "spruce" 354.840181278633 0 0 0 0 0
"16620" "8" "7" "private" "DE3_4" "spruce" 148.432099819171 22.6688055191726 0 2.32083297860712 30.5593655234602 25.0259530678466
"18492" "9" "7" "private" "DE3_4" "spruce" 0 0 171.837644991071 0 0 0
"3516" "10" "7" "private" "DE3_4" "spruce" 0 0 0 103.61653045243 238.258955835336 255.232168343167
"1748" "1" "8" "private" "DE3_4" "spruce" 0 0 0 0 0.00189441644671875 0.00791544297329046
"5492" "2" "8" "private" "DE3_4" "spruce" 0 0 0 31.0024817163986 63.4819962483221 76.5062440932409
"7364" "3" "8" "private" "DE3_4" "spruce" 0 0 0 0.881813159201182 2.29139395985333 2.56530376646182
"9236" "4" "8" "private" "DE3_4" "spruce" 158.496644252867 196.821823797586 0.520358066215419 104.247215774944 271.200553638382 303.410769757231
"11108" "5" "8" "private" "DE3_4" "spruce" 0 434.61303347015 50.4996206529996 1.8575459922763 29.4861079122468 79.6238370977186
"12980" "6" "8" "private" "DE3_4" "spruce" 151.10466932876 434.005681566539 164.986791900491 203.872317756714 647.691989221596 1199.95733489493
"14852" "7" "8" "private" "DE3_4" "spruce" 0 354.840181278633 0 0 0 0
"16724" "8" "8" "private" "DE3_4" "spruce" 0 148.432099819171 22.6688055191726 0 2.32083297860712 30.5593655234602
"18596" "9" "8" "private" "DE3_4" "spruce" 0 0 0 171.837644991071 0 0
"3620" "10" "8" "private" "DE3_4" "spruce" 0 0 0 0 103.61653045243 238.258955835336
"1852" "1" "9" "private" "DE3_4" "spruce" 0 0 0 0 0 0.00189441644671875
"5596" "2" "9" "private" "DE3_4" "spruce" 0 0 0 0 12.8916794475384 26.3975495190865
"7468" "3" "9" "private" "DE3_4" "spruce" 0 0 0 0 3.20142330201086 7.04112605325297
"9340" "4" "9" "private" "DE3_4" "spruce" 0 0.335088042817901 0.416113792383903 0.0011001227615548 5.48412651370453 11.3516009046269
"11212" "5" "9" "private" "DE3_4" "spruce" 0 79.0807781050245 100.744451689561 0.554948390750322 52.0242728270217 135.486028852454
"13084" "6" "9" "private" "DE3_4" "spruce" 0 0.637572444425148 301.73965666282 35.5438382460279 2.14203611311958 23.0800163848986
"14956" "7" "9" "private" "DE3_4" "spruce" 0 0 354.840181278633 0 0 0
"16828" "8" "9" "private" "DE3_4" "spruce" 30.9170211444686 75.2335484421674 496.682344523584 120.170737858 102.070916290468 333.766924532976
"18700" "9" "9" "private" "DE3_4" "spruce" 0 75.2335484421674 216.087216982496 82.1453225496115 273.343693494414 322.479555814972
"3724" "10" "9" "private" "DE3_4" "spruce" 16.5432273407549 0 0 0 0 103.61653045243
"188" "1" "10" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"3932" "2" "10" "private" "DE3_4" "spruce" 0 39.5403890525123 49.1014275013005 0.129814485863466 26.0067049924808 74.1298350961597
"5804" "3" "10" "private" "DE3_4" "spruce" 0 0 0 0 0 3.20142330201086
"7676" "4" "10" "private" "DE3_4" "spruce" 0 0 0.335088042817901 0.416113792383903 0.0011001227615548 5.48412651370453
"9548" "5" "10" "private" "DE3_4" "spruce" 0 0 79.0807781050245 100.744451689561 0.554948390750322 52.0242728270217
"11420" "6" "10" "private" "DE3_4" "spruce" 0 0 0.637572444425148 301.73965666282 35.5438382460279 2.14203611311958
"13292" "7" "10" "private" "DE3_4" "spruce" 0 0 0 354.840181278633 0 0
"15164" "8" "10" "private" "DE3_4" "spruce" 0 30.9170211444686 75.2335484421674 496.682344523584 120.170737858 102.070916290468
"17036" "9" "10" "private" "DE3_4" "spruce" 75.0993121296882 0 75.2335484421674 216.087216982496 82.1453225496115 273.343693494414
"2060" "10" "10" "private" "DE3_4" "spruce" 0 16.5432273407549 0 0 0 0
"292" "1" "11" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"4036" "2" "11" "private" "DE3_4" "spruce" 0 0 39.5403890525123 49.1014275013005 0.129814485863466 26.0067049924808
"5908" "3" "11" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"7780" "4" "11" "private" "DE3_4" "spruce" 0 0 0 0.335088042817901 0.416113792383903 0.0011001227615548
"9652" "5" "11" "private" "DE3_4" "spruce" 0 0 0 79.0807781050245 100.744451689561 0.554948390750322
"11524" "6" "11" "private" "DE3_4" "spruce" 0 0 0 0.637572444425148 301.73965666282 35.5438382460279
"13396" "7" "11" "private" "DE3_4" "spruce" 0 0 0 0 354.840181278633 0
"15268" "8" "11" "private" "DE3_4" "spruce" 0 0 30.9170211444686 75.2335484421674 496.682344523584 120.170737858
"17140" "9" "11" "private" "DE3_4" "spruce" 0 75.0993121296882 0 75.2335484421674 216.087216982496 82.1453225496115
"2164" "10" "11" "private" "DE3_4" "spruce" 19.6762782661815 0 16.5432273407549 0 0 0
"396" "1" "12" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"4140" "2" "12" "private" "DE3_4" "spruce" 0 0 0 39.5403890525123 49.1014275013005 0.129814485863466
"6012" "3" "12" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"7884" "4" "12" "private" "DE3_4" "spruce" 0 0 0 0 0.335088042817901 0.416113792383903
"9756" "5" "12" "private" "DE3_4" "spruce" 0 0 0 0 79.0807781050245 100.744451689561
"11628" "6" "12" "private" "DE3_4" "spruce" 0 0 0 0 0.637572444425148 301.73965666282
"13500" "7" "12" "private" "DE3_4" "spruce" 0 0 0 0 0 354.840181278633
"15372" "8" "12" "private" "DE3_4" "spruce" 0 0 0 30.9170211444686 75.2335484421674 496.682344523584
"17244" "9" "12" "private" "DE3_4" "spruce" 0 0 75.0993121296882 0 75.2335484421674 216.087216982496
"2268" "10" "12" "private" "DE3_4" "spruce" 0 19.6762782661815 0 16.5432273407549 0 0
"500" "1" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"4244" "2" "13" "private" "DE3_4" "spruce" 0 0 0 0 39.5403890525123 49.1014275013005
"6116" "3" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"7988" "4" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 0.335088042817901
"9860" "5" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 79.0807781050245
"11732" "6" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 0.637572444425148
"13604" "7" "13" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"15476" "8" "13" "private" "DE3_4" "spruce" 0 0 0 0 30.9170211444686 75.2335484421674
"17348" "9" "13" "private" "DE3_4" "spruce" 0 0 0 75.0993121296882 0 75.2335484421674
"2372" "10" "13" "private" "DE3_4" "spruce" 0 0 19.6762782661815 0 16.5432273407549 0
"604" "1" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"4348" "2" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 35.5863501472611
"6220" "3" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"8092" "4" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"9964" "5" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"11836" "6" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"13708" "7" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"15580" "8" "14" "private" "DE3_4" "spruce" 0 0 0 0 0 27.8253190300217
"17452" "9" "14" "private" "DE3_4" "spruce" 0 0 0 0 67.5893809167194 0
"2476" "10" "14" "private" "DE3_4" "spruce" 0 0 0 17.7086504395634 0 14.8889046066794
"708" "1" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"4452" "2" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"6324" "3" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"8196" "4" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"10068" "5" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"11940" "6" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"13812" "7" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"15684" "8" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 0
"17556" "9" "15" "private" "DE3_4" "spruce" 0 0 0 0 0 60.8304428250474
