"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin" "step5.nomgmt" "step5.finalfell" "step5.thin" "step6.nomgmt" "step6.finalfell" "step6.thin"
"1784" "4" "8" "III" "lehti" 978.222802962417 671.187193299864 66.9498547112783 75.6395207883986 51.8984811095868 5.17679092317026 26.2598844537442 18.0176725481265 1.79723417159054 2.65779130294651 1.82358812286856 0.181900014031879 0.386127493542384 0.264933334064368 0.0264266785791599 1.28661648423278 0.882785091791321 0.0880564084456636 1.60957632498366 1.10437725709937 0.110159874394698
"2084" "5" "8" "III" "lehti" 986.306167665775 394.859435350445 351.25573938326 265.282738946318 106.203728560743 94.4758206619886 65.6217567330013 26.2711221522825 23.3700441470722 18.9740174155952 7.59608937738106 6.75726537547534 3.2657576709688 1.30741880384053 1.16304263622066 6.53092799090723 2.61460246660235 2.32587609761588 9.22017239141933 3.69121899838236 3.28360358756935
"2384" "6" "8" "III" "lehti" 780.708378939881 234.150334154686 462.438027165893 484.150599388965 145.206619636968 286.777565185909 142.69879838018 42.7982742667147 84.5249680699987 89.5443336774418 26.856168343809 53.0399136562479 22.2620236700594 6.676834041902 13.186493938597 30.8122217570105 9.24121248736832 18.2510440854474 46.8629102978401 14.0551406923549 27.7583696678298
"2684" "7" "8" "III" "lehti" 821.425790775087 390.700076846487 770.251144055916 514.695342169749 244.807884043308 482.629935167265 209.81547334979 99.7958945067875 196.744015348989 231.886750290146 110.293799117939 217.440256573705 88.7287869993905 42.2026484783813 83.2010030175533 98.1790943783894 46.6975594741925 92.0625583182281 153.15513195797 72.8461688169672 143.613600806651
"2984" "8" "8" "III" "lehti" 394.907788738563 133.323421520747 545.46443275497 280.136238102831 94.5758043292116 386.936795293322 159.823600568239 53.9574803920345 220.75555891992 259.897853371533 87.7431948558741 358.982626340118 152.170475590067 51.3737359420327 210.184717842423 149.246360482402 50.3865357849537 206.145798292095 231.357653084955 78.1078388016204 319.561615653651
"3284" "9" "8" "III" "lehti" 0 0 0 37.4611264315294 44.6087745449409 293.03029040847 36.7325748236567 43.7412140224523 287.331377706987 63.5115521135364 75.6296667803202 496.803228651937 50.5814756209672 60.2325091919035 395.660939816962 47.9087352038804 57.0498052521034 374.754096504685 72.8159498919132 86.7093598464295 569.584552728165
"584" "10" "8" "III" "lehti" 0 0 0 3.91452372252625 3.81479063405426 70.6733598184759 5.49195199211579 5.35202964836764 99.1524708385495 10.0162883274328 9.76109626813519 180.835473019799 9.16363479593013 8.93016639348609 165.441546681937 8.66083422854039 8.44017603163494 156.363914782152 13.0116617710355 12.6801544647671 234.91436490446
"884" "11" "8" "III" "lehti" 0 0 0 4.03198084398097 4.031980843981 21.250314133686 7.0072822732425 7.00728227324255 36.9314625470267 13.0134433258815 13.0134433258815 68.5865755162812 13.1479452888424 13.1479452888425 69.2954600757862 12.4272348815233 12.4272348815234 65.4969989353242 18.5223773129024 18.5223773129026 97.6210829447317
"296" "1" "9" "III" "lehti" 0 0 0 0 0 0 0.0051115899251765 0 0 0.0235531824831349 0 0 0.000466661869712988 0 0 5.59317970374494e-05 0 0 0.00190334154523321 0 0
"1196" "2" "9" "III" "lehti" 0 0 0 0.534311350088839 0.515939613123034 0 0.0708049885446414 0.0683704330645965 0 0.110193401799082 0.106404516923469 0 0.00250104238100045 0.0024150466544331 0 0.000296590284574885 0.000286392337827324 0 0.00708203729561121 0.00683852884991684 0
"1496" "3" "9" "III" "lehti" 214.628113777449 142.446635036818 0 17.6548571770465 11.7173605669088 0 1.44270053954399 0.957506608090206 0 0.78123048762428 0.518495234345876 0 0.0312395549573494 0.0207333951056218 0 0.00393013731641971 0.00260839470702856 0 0.0318351494957509 0.0211286855284299 0
"1796" "4" "9" "III" "lehti" 113.856240305028 168.909923648968 29.4434006560171 52.3490364259073 77.6617225556374 13.5375421611947 5.16621529719859 7.66427056669121 1.33599130327111 2.02832516479803 3.00909504655571 0.524528039287392 0.202848375775084 0.300933032503916 0.0524569051671415 0.0313709318093435 0.0465399321329883 0.00811257171096229 0.107972317624889 0.160180907760195 0.0279218091083232
"2096" "5" "9" "III" "lehti" 565.887485243067 234.526931978284 173.749745072933 421.793461300773 174.808471625558 129.507204675079 68.0459478364995 28.2010254614375 20.8927859303331 19.9928817166148 8.28586836195602 6.13860209338793 5.52953397313431 2.29166516632162 1.6977847067806 1.11778821985077 0.463257182106555 0.343205006841912 2.02872188170447 0.840785370167698 0.622897517549142
"2396" "6" "9" "III" "lehti" 352.043717679215 155.30454476537 110.720556248703 879.473286271276 387.98078618782 276.601361057548 265.488594274186 117.120639294354 83.4982797861174 76.2213901412031 33.6251655768778 23.9722349545613 38.5888259403202 17.0235108446174 12.1364934482081 10.0594285014292 4.43772999078998 3.16377047306717 14.0565178968317 6.20105118575906 4.42088695891798
"2696" "7" "9" "III" "lehti" 617.60484685974 253.691517845485 451.687773155235 623.669076575253 256.182501601384 456.122871794809 315.237753045116 129.489178167635 230.55039061205 107.34208273652 44.0925553557191 78.5050612274664 91.0645189988269 37.4062738726013 66.6003999307571 31.6054605546785 12.9824713991322 23.1147798953891 36.9257139452466 15.1678544394993 27.0057684762365
"2996" "8" "9" "III" "lehti" 111.265460578125 77.0438074208778 170.116333810663 509.191781889445 352.580876224735 778.515081782545 312.954346601126 216.699722319795 478.483132297051 138.420363885779 95.8467416836496 211.634092975807 173.451647614466 120.103536768806 265.194232174808 86.7162537693462 60.0451417803143 132.582484235333 89.1492775794575 61.7298462420822 136.302390561156
"3296" "9" "9" "III" "lehti" 65.7955149910192 76.0995992846179 629.541894216879 63.8318814166959 73.828445571964 610.75353759263 62.2489769124887 71.9976460335392 595.608056930628 40.5656636967391 46.9185589999224 388.138686463596 64.0365158290851 74.0651273090823 612.711512017104 43.4020224928305 50.1991134243299 415.277416047426 42.0083691177469 48.5872031991422 401.942720122458
"596" "10" "9" "III" "lehti" 0 0 0 18.7955334161014 16.1539989900548 108.651245677942 26.4370034035713 22.7215326549614 152.824252879641 22.9015639870297 19.6829658050688 132.386955989888 38.6620722460998 33.2284837142157 223.493646976297 30.7499575213694 26.4283418697176 177.756125100364 29.3697243837462 25.242087443328 169.777418329517
"896" "11" "9" "III" "lehti" 0 0 0 0 4.24061288967846 54.3615917423841 0 7.7917321009996 99.8843729573924 0 8.03167302069492 102.960242096619 0 14.0759124844176 180.443022691811 0 12.1107337462388 155.250851879495 0 11.5151606334482 147.616035108299
"20" "1" "10" "III" "lehti" 0 0 0 0 0 0 0 0 0 0.00170386330839217 0 0 0.00785106082771162 0 0 0.000155553956570996 0 0 1.86439323458165e-05 0 0
"920" "2" "10" "III" "lehti" 0 0 0 0 0 0 0.0543657904317799 0.052496479585988 0 0.00720435597728275 0.00695664173164553 0 0.0112120983171661 0.0108265820426503 0 0.000254479239349609 0.000245729236850482 0 3.01778452818177e-05 2.91402116331593e-05 0
"1220" "3" "10" "III" "lehti" 0 0 0 33.5325443801255 22.2552303475238 0 4.41393151096397 2.92948430638382 0 0.400831341917422 0.266027944189241 0 0.215327658219741 0.14291091602084 0 0.0122872280722416 0.00815491625032703 0 0.00174824778190732 0.00116029540287301 0
"1520" "4" "10" "III" "lehti" 0 0 0 34.1710998471979 50.6940844939932 8.83669951653397 8.85459527022827 13.1361180294544 2.28981209540864 1.09178202843016 1.61969882871066 0.282336528994702 0.40031841980197 0.593887111877875 0.103522965387191 0.0668455625146294 0.0991678526391653 0.017286366332862 0.0126813701753945 0.0188132794684913 0.00327942203203876
"1820" "5" "10" "III" "lehti" 213.27588594019 88.3902551282228 65.4840967129622 182.62892798007 75.6889015689243 56.074273609091 105.574431271412 43.7543647935615 32.4155083792824 17.5726180027425 7.28281203327784 5.39548581274788 5.40320315665777 2.23930850607524 1.65899617066688 1.61532486666134 0.669456729483233 0.495968352563628 0.3606873029208 0.149483578915343 0.110745207426905
"2120" "6" "10" "III" "lehti" 355.758297825026 156.943236636774 111.888821322955 193.196847104675 85.2290408347427 60.7619488793625 183.98009313588 81.1630578120248 57.8632062659172 42.2538939539608 18.6403603744 13.2891865621053 12.631841431594 5.57255330677324 3.97281485087007 5.82109614923522 2.56798415109398 1.83078115374236 1.57411861981819 0.694424480201397 0.495072857248148
"2420" "7" "10" "III" "lehti" 148.342401684646 60.9341219318006 108.490808357684 380.05721752056 156.114857050044 277.956365022541 530.499531564023 217.911553095956 387.982952676645 177.99245515506 73.1133771746234 130.175493466748 55.6584917580031 22.862656157692 40.7060603995889 36.8667898579661 15.1436503853766 26.9626741094998 11.9276100114248 4.8994652542851 8.72330525338008
"2720" "8" "10" "III" "lehti" 0 0 0 281.638554279793 195.015653784053 430.60369376868 470.37685397366 325.704163398843 719.170041553083 239.043274022272 165.521302597734 365.478785487199 94.5676370784801 65.4816937930719 144.586645607175 102.215474036357 70.7773037218621 156.279600259011 48.3420289091953 33.4735860190812 73.9112450914371
"3020" "9" "10" "III" "lehti" 22.5379126716324 26.0675233449733 215.646313231695 64.0780549030449 74.113171721888 613.108964446927 99.0382828767828 114.548440600982 947.61395530907 70.7419338027559 81.8206653712415 676.870011775587 38.3936010156295 44.4063345773904 367.356047178682 54.9116744095615 63.5112654591338 525.403586051943 34.1818148550792 39.5349502720297 327.057011022323
"320" "10" "10" "III" "lehti" 47.6715039739069 40.9717250370337 275.574423744145 30.4560145112421 26.1757097691218 176.056930217111 56.9269285764238 48.9263872629807 329.077210288116 50.3347043726763 43.2606378121923 290.969572921896 33.2269908369219 28.5572515841655 192.075099154593 51.6291309419769 44.3731449717534 298.45225809393 36.8172655710213 31.6429471664455 212.829382289317
"620" "11" "10" "III" "lehti" 0 0 0 0 7.08403893117406 90.8122581056529 0 16.7219959608879 214.363900028731 0 17.854885101162 228.88671985104 0 13.8794936493184 177.925075215359 0 22.7340515161044 291.434106182351 0 17.6869168773504 226.733488644588
"32" "1" "11" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0.000567954436130722 0 0 0.00261702027590387 0 0 5.18513188569987e-05 0 0
"932" "2" "11" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0.00679572380397248 0 0 0.00146849893329107 0 0 0.00401853256554963 0 0 8.36612237756998e-05 0
"1232" "3" "11" "III" "lehti" 360.398450207012 0 0 0 0 0 7.47692539352815 0 0 1.19660502520311 0 0 0.122928079473767 0 0 0.061687801962301 0 0 0.00533434072959504 0 0
"1532" "4" "11" "III" "lehti" 0 0 0 4.98667850705218 4.36819245194243 0 17.5006119143988 15.3300520097175 0 4.82801770906994 4.22920998110838 0 0.665864750709075 0.583279105309981 0 0.237549697921314 0.208086965292353 0 0.0502943360357608 0.0440564473398821 0
"1832" "5" "11" "III" "lehti" 644.205573959763 313.208850957684 50.0906476770127 39.0544842423636 18.9880538585028 3.036708295408 46.2533862370227 22.488116436423 3.59646387352153 22.8843437551979 11.1262294246058 1.77938789525727 3.86687515810457 1.88005129732453 0.300671538690702 1.21648044754194 0.591445430757634 0.0945882742511075 0.378373381022151 0.18396284772029 0.029420682597702
"2132" "6" "11" "III" "lehti" 0 0 0 137.019158533748 51.5546021593638 13.9846126122354 120.540287478429 45.354289368192 12.3027264405374 84.1474234096138 31.6611704745632 8.58835458700733 17.9488147602733 6.7533913804477 1.83191331750422 5.51899427276779 2.07656766467641 0.56328616917315 2.46991361324708 0.929325614473011 0.252087266018639
"2432" "7" "11" "III" "lehti" 152.240111899691 80.1653448069663 145.684576832124 158.690352854199 83.5618595871636 151.857067197488 173.359836973225 91.2863957679883 165.894876021708 200.269620168849 105.45632786827 191.645910545919 63.474884775337 33.4240822678197 60.741624612413 20.6942669505606 10.8970167252121 19.8031615053585 14.7573909799247 7.77082545194372 14.1219303718923
"2732" "8" "11" "III" "lehti" 158.813777219611 48.133257091362 136.391990193239 130.340286953107 39.5035156968806 111.938469389272 338.282908950167 102.526736100459 290.523152385385 490.676516151167 148.714168972499 421.401390676568 211.963307073921 64.2418090668303 182.037716159696 81.2290960667593 24.6189029234768 69.7609380502477 82.2746751757914 24.9357968916544 70.6588992856144
"3032" "9" "11" "III" "lehti" 0 0 0 74.1590628873417 55.2301754746619 102.43942319289 283.875864438585 211.417366880463 392.131166161695 445.211665318166 331.572668821924 614.991943239938 269.785480697905 200.923513045155 372.667452263981 131.684634878808 98.0725107425109 181.902218220371 174.074618577908 129.642573077656 240.457508837898
"332" "10" "11" "III" "lehti" 121.00593216324 58.4078618662067 309.273818789996 61.7839140813646 29.8222265198516 157.910828883656 82.9202728009109 40.0244496536765 211.932332289711 141.280338431086 68.1940326723967 361.092295273427 102.46573834858 49.4587710246228 261.887740771678 60.3391910672922 29.1248790366965 154.218323932302 88.6998486987054 42.8141696669751 226.704099895998
"632" "11" "11" "III" "lehti" 0 0 0 21.64109872613 17.7722989538611 95.0273944063592 38.4644240975885 31.5881024712043 168.899649948071 73.9729064881605 60.7486997416742 324.819578210584 64.9937486301913 53.3747544616659 285.391544264417 44.4248821840995 36.4830038048194 195.072387691075 69.6619149582008 57.2083882617631 305.889749481263
"44" "1" "12" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000189318145376907 0 0 0.000872340091967958 0 0
"944" "2" "12" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000189318145376907 0 0 0.000872340091967958 0
"1244" "3" "12" "III" "lehti" 0 0 0 72.0796900414024 0 0 0 0 0 1.49538507870563 0 0 0.239321005040622 0 0 0.0247749340401304 0 0 0.0132099004844282 0 0
"1544" "4" "12" "III" "lehti" 179.884365495363 157.573728979733 0 137.445812422444 120.398730242132 0 0.475213521228924 0.416273901266651 0 4.03948775615398 3.53847955130688 0 0.837848011129774 0.733931684770983 0 0.103115900121722 0.0903266765543348 0 0.0426902245302874 0.0373954559735924 0
"1844" "5" "12" "III" "lehti" 0 0 0 44.724071386597 21.7445728124365 3.47755094501483 5.15972059251854 2.50862492249465 0.401197625042308 10.3339183772742 5.02428856823073 0.803520934128678 3.76133804450181 1.828739791462 0.292465427803101 0.593968312148874 0.288783798329947 0.0461844148169657 0.196974319745486 0.0957677220587177 0.0153158737685909
"2144" "6" "12" "III" "lehti" 0 0 0 310.407335413045 116.793351059927 31.6811633073814 36.9647243215591 13.9082860873005 3.77273773599886 40.7434687610636 15.3300702255572 4.15840845323723 26.2726959484378 9.88532116070495 2.68147519697003 5.87825908264643 2.21174404833951 0.599953882251565 1.86856084887844 0.703061617115131 0.190711283688979
"2444" "7" "12" "III" "lehti" 120.105062394936 63.2439349906427 114.933278569388 77.5238186193011 40.8218541934847 74.1856043655872 67.7995029747952 35.7013041168582 64.8800225975885 72.7765854819978 38.3220952496545 69.6427894523457 72.2479605725829 38.0437362967609 69.1369273949021 21.9859431416911 11.5771769402095 21.0392174761591 7.33450600793159 3.86214379231414 7.01867852502776
"2744" "8" "12" "III" "lehti" 0 0 0 158.825830230243 48.1369101161163 136.402341525074 142.420994928805 43.1649349579807 122.313588176796 227.611900885864 68.9845826615102 195.476996372679 292.201337696264 88.5603400158751 250.947510242826 117.524902712343 35.6194308574884 100.932398050311 44.9845759395743 13.6339189001926 38.6335237900242
"3044" "9" "12" "III" "lehti" 134.899862758627 100.467060957677 186.343564653547 70.5706451080024 52.5576910079908 97.4825718900486 84.1205228112574 62.6490014166438 116.199659218462 211.426430678994 157.460442618073 292.053334592294 309.372973172915 230.40641197712 427.351529123926 157.427272783052 117.24441439496 217.461742244835 69.9674660467995 52.1084716665398 96.6493721069617
"344" "10" "12" "III" "lehti" 0 0 0 60.2825001299634 29.0975151184375 154.07343002202 51.8985809165571 25.0507152090457 132.645334182396 114.808733431931 55.4165611837952 293.434667079261 183.731145872801 88.6844404800058 469.590474606544 116.309078279685 56.1407565439129 297.269333465211 61.6119886171177 29.7392405158805 157.471412039173
"644" "11" "12" "III" "lehti" 0 0 0 35.3157806909368 29.0023450366913 155.07376325741 40.4711596205894 33.2360919789201 177.711348948511 75.8291547696639 62.2731047549759 332.970478485788 132.314864025156 108.660810121219 581.002699015494 99.7663770397138 81.9310470661344 438.080292476064 61.272661699521 50.3188897755847 269.052022881697
"56" "1" "13" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.73295363442268e-05 0 0
"956" "2" "13" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.46590726884536e-05 0 0
"1256" "3" "13" "III" "lehti" 0 0 0 0 0 0 8.94270543113409 11.6514917235523 0 0 0 0 0.185527827010583 0.241725052619597 0 0.0296918209599948 0.0386856090516115 0 0.00307374986031991 0.00400480272257449 0
"1556" "4" "13" "III" "lehti" 0 0 0 3.33179488428817 10.5054639999705 0 10.048303699568 31.6832507530353 0 0.0162327735689453 0.0511834684519187 0 0.244015265871665 0.769403183595348 0 0.0456318377385746 0.143881494889056 0 0.00533332391572997 0.0168164741056241 0
"1856" "5" "13" "III" "lehti" 118.656302711436 137.783958066559 79.5904981302121 21.9874243920638 25.5318452640085 14.748395323092 29.5559011116975 34.3203769739657 19.8250648167261 0.698528223254095 0.811132499680301 0.468548302756504 1.70234677263319 1.97676879335821 1.14187467945751 0.588872374408382 0.683799888315743 0.394994994309447 0.0997962974190451 0.115883678696978 0.0669398661649605
"2156" "6" "13" "III" "lehti" 107.832476858836 206.17697503212 18.6561378648506 27.9087524123987 53.3618657099151 4.82850387757763 40.22788299819 76.9161895388033 6.95984134916782 4.16712245779412 7.96758757624699 0.720955442524934 5.68400376530974 10.8678826318428 0.983391654897878 3.69270964545865 7.06050465083247 0.638877101290424 0.936410280451309 1.79042756539084 0.162008699040019
"2456" "7" "13" "III" "lehti" 0 0 0 47.9572101558722 44.7511571092401 17.1811560704131 130.530561028938 121.804283968508 46.7638950161525 36.6756356694676 34.2237825885004 13.1394177928754 43.3731162882571 40.4735207703792 15.5388580317047 40.6040731561352 37.8895947278699 14.5468202950628 12.780788856876 11.9263628608732 4.5788470042204
"2756" "8" "13" "III" "lehti" 100.010581193887 131.438335414656 73.1683066835309 39.6279619709847 52.0808228005765 28.9920410432884 83.1458321587946 109.273935269224 60.8299609324128 56.0226458505975 73.6274424988279 40.9864844688043 82.1086069170985 107.910767916419 60.0711210808856 99.1525505812039 130.310673580082 72.5405666357957 39.134362059828 51.4321119350983 28.6309205573624
"3056" "9" "13" "III" "lehti" 0 0 0 53.6623193021323 75.8660665979064 47.6447252378456 81.1946217642062 114.790353124195 72.0896057989184 75.918415421508 107.331021753784 67.4050635583811 147.89807760272 209.09356045415 131.313058440752 204.108958210772 288.56270131866 181.220553993997 96.4001630337586 136.287459876479 85.5900255590416
"356" "10" "13" "III" "lehti" 0 0 0 27.7391730751772 50.5491235117003 50.4507576497315 59.0419648056379 107.592232949597 107.382864280073 55.5171183450533 101.16890163352 100.97203241953 117.822621482606 214.708283828627 214.290473114149 181.483387348241 330.717362681489 330.073804570325 108.427870467177 197.588219428958 197.203723434393
"656" "11" "13" "III" "lehti" 0 0 0 1.31415818028881 15.0865359097155 21.0588793936742 8.94524575832708 102.691421305594 143.344122798053 9.44917346867102 108.476511420342 151.419370537964 18.9164543271846 217.160895676078 303.128905033775 31.4845107268064 361.442183143735 504.527174969867 21.8161621660902 250.449541666713 349.59560787999
"68" "1" "14" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"968" "2" "14" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1268" "3" "14" "III" "lehti" 0 0 0 0 0 0 0 0 0 0.388322884487084 0.505947658626325 0 0 0 0 0.00805625338910818 0.0104965293119501 0 0.00128932051375833 0.00167986158224115 0
"1568" "4" "14" "III" "lehti" 101.025651448603 318.54342215716 0 2.94832976482354 9.29636225520909 0 0.669757875555439 2.11180984865689 0 2.18325290840619 6.88400265582148 0 0.0179581044261735 0.0566235996238956 0 0.0736746428495765 0.232303108398665 0 0.0198971284225131 0.0627375254494877 0
"1868" "5" "14" "III" "lehti" 0 0 0 21.5276797479466 24.9979887783532 14.4400146943193 4.6176120076169 5.36198115638574 3.09733264445341 8.09136300064609 9.39570840238957 5.42740332420386 0.167460353158194 0.194455328120854 0.112326548361576 0.41287684972827 0.479433500367526 0.276943351388771 0.151462010809929 0.175878018016994 0.101595419819228
"2168" "6" "14" "III" "lehti" 87.623248937798 167.536691493526 15.1597316501381 35.2341625993895 67.3681368929503 6.09587588224731 7.58668197164336 14.5058259349068 1.31257473557844 11.6905089709273 22.3523918435723 2.02257940673482 0.58452499930104 1.11761873321623 0.101128892612637 0.983653195071782 1.88075657861476 0.170182213680239 0.562200988149723 1.07493495905246 0.0972666069463189
"2468" "7" "14" "III" "lehti" 0 0 0 44.8122305203609 41.8164268086934 16.0544352753468 16.4381908396822 15.3392588615419 5.88914829311089 30.7626841961297 28.7061259211795 11.0210430631945 5.97885127989209 5.57915091577675 2.14198400256686 7.4963256281484 6.99517851094628 2.68563455116008 6.58057473449782 6.14064773274867 2.3575575221942
"2768" "8" "14" "III" "lehti" 134.692434908815 177.018763675014 98.5417469602912 33.1454649084104 43.5612380420065 24.249409538828 27.8481993202948 36.5993369827433 20.3739000826441 64.4176701680714 84.6605552843155 47.128331726804 27.5974380286505 36.2697753866932 20.190441703817 38.8977889242246 51.1211970421305 28.4578423137178 44.3603819208838 58.3003787042857 32.4543062367901
"3068" "9" "14" "III" "lehti" 110.658793807315 156.445854927784 98.2497196294581 25.5924011972856 36.1817163119982 22.7225162661379 25.6498813995799 36.2629799791677 22.7735507439715 47.7329984687682 67.4833828996549 42.3803075677462 34.9723028038998 49.4427204807263 31.0505729102979 61.9791296107948 87.6241063726441 55.0289036923867 83.2535736841687 117.701233337969 73.9176706269075
"368" "10" "14" "III" "lehti" 58.0015686539458 105.696317976557 105.490638655089 3.68440800150779 6.71410047556091 6.70103519895981 21.6401897132199 39.4349398832319 39.3582016218374 46.5375496192184 84.8054243455028 84.6403975738034 43.0550293940552 78.4592241715942 78.3065467623953 86.2842544062163 157.235885196514 156.929912663158 129.814699907843 236.561460627965 236.101124812688
"668" "11" "14" "III" "lehti" 0 0 0 0.377846539484681 4.3376782732841 6.05484546964986 2.15971688241872 24.7935498101668 34.6086323804204 7.00274040412169 80.3914598393164 112.216221614355 6.95257970190082 79.8156149778208 111.412415653844 14.0025715753 160.749521684442 224.385823889728 22.2890440022418 255.878225145734 357.173357426692
"80" "1" "15" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"980" "2" "15" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1280" "3" "15" "III" "lehti" 0 196.873549271489 195.016251636852 0 0 0 0 0 0 0 0 0 0 0.0177346944229344 0.0175673859849822 0 0 0 0 0.000367928849308688 0.000364457822428418
"1580" "4" "15" "III" "lehti" 0 0 0 5.06921324277332 2.13952405450384 1.97541283441406 0.872503416095612 0.368250842284958 0.340004328814237 0.189023133005679 0.0797795477434038 0.0736600937971768 0.537764128710343 0.22696999197367 0.209560361907508 0.00653735638198562 0.0027591719981522 0.00254753096420303 0.0208270699601054 0.00879032209347373 0.00811606443289478
"1880" "5" "15" "III" "lehti" 149.779471958414 0 215.896410294343 27.179286681781 0 39.1770003741673 6.07519662011296 0 8.75696198527712 1.31312514646516 0 1.8927761039762 2.56309809493485 0 3.69452282541323 0.0489607695472814 0 0.0705734521045814 0.124255522406469 0 0.179105460154468
"2180" "6" "15" "III" "lehti" 0 0 0 10.7221144874106 5.67986815960642 8.20518620398089 11.4750788586167 6.07873895718585 8.78139837537334 2.64685290620083 1.40212786971672 2.02552593291425 4.50939633470097 2.38878037448557 3.45085259416083 0.277308991676725 0.14689999011357 0.212212984240874 0.434961715679842 0.230413991795973 0.332858026553118
"2480" "7" "15" "III" "lehti" 145.172048639359 142.374430609443 19.3400550763788 44.8853974273422 44.020408620615 5.97970522911388 23.0937415047302 22.6487008221924 3.0765855879783 7.51391144065013 7.36911046609214 1.00101543281388 14.2225445749238 13.9484611855452 1.89475038744271 3.01867427074752 2.96050124332633 0.402152667824764 4.16386108694107 4.08361910537454 0.554716307351177
"2780" "8" "15" "III" "lehti" 115.708343847875 217.094871025564 40.250272266834 29.0404018595788 54.4863238603132 10.1019861032933 16.5185297717482 30.9924761782464 5.74613116608771 8.43626209744074 15.8283246572921 2.93463578376676 17.4198040411107 32.6834693664572 6.05964818242861 6.25216572772414 11.7304687557815 2.17487662885503 9.05135903955789 16.9823848302793 3.14860323475078
"3080" "9" "15" "III" "lehti" 67.6243044275392 222.35851142996 50.7367860331758 47.9886815465165 157.793738279462 36.0046803919255 12.8660175433379 42.3053299133575 9.65304389777331 11.5000028451915 37.8136756561704 8.62815800734186 24.0667384673604 79.134923248055 18.0566583341832 13.7702274361102 45.2785030569355 10.3314494539861 22.9903818757681 75.5957068154371 17.2490955127196
"380" "10" "15" "III" "lehti" 0 0 0 16.356036299861 121.452792855207 64.5141100970451 3.28373176196943 24.3835600610601 12.9522231754071 5.77442833098722 42.8783866141575 22.7764293416231 12.8332212479546 95.2939045449613 50.6188561404279 10.7852471292866 80.0865418412283 42.5409070979225 20.8834387082956 155.071308784306 82.3718191456526
"680" "11" "15" "III" "lehti" 9.88335075567318 208.149356824027 78.3929412211356 2.55636774882937 53.838654104134 20.2766441895786 0.445860952384547 9.39010187597762 3.53648800868654 1.73198267285118 36.4766047767144 13.7377716551151 4.66098196198269 98.1631049569088 36.9700614711812 4.41918414167207 93.0706963170335 35.0521651237173 8.82180168619054 185.79249005765 69.9729270109209
"92" "1" "16" "III" "lehti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"992" "2" "16" "III" "lehti" 0 0 0 17.3979222446987 0 31.3561406645144 0 0 0 0 0 0 0 0 0 0.00156723356563364 0 0.00282461293061192 0 0 0
"1292" "3" "16" "III" "lehti" 0 0 0 0 48.9851248187354 48.5230009996907 0 0.110265276697151 0.109225038237744 0 0.0189786513187515 0.0187996074383859 0 0.00411162187598775 0.00407283299036522 0 0.0161100797667363 0.0159580978821445 0 0.000142200253926024 0.000140858742096534
"1592" "4" "16" "III" "lehti" 0 0 0 56.7010522916309 23.9313793844773 22.0957338066907 6.71119136493093 2.83254119958715 2.61527241439155 1.43301050642189 0.604819782086937 0.558427355620042 0.309850640439057 0.130776289489865 0.120745153648313 0.650688902005149 0.274631287177233 0.253565819126706 0.011421548367216 0.00482060554587531 0.00445084318866329
"1892" "5" "16" "III" "lehti" 0 0 0 18.7224339948018 0 26.9870512867929 4.34676110611454 0 6.26554565152796 1.30009633008493 0 1.87399599579386 0.287581485021038 0 0.414528169123182 0.553214284119428 0 0.797418875252148 0.0176678309483239 0 0.025466916324084
"2192" "6" "16" "III" "lehti" 127.583906242965 67.5855277985032 97.6346324770103 92.448828319888 48.9732838595964 70.7472254278954 20.7092072841882 10.970370368854 15.8478910202942 6.95752211845708 3.68563573880708 5.32430096388968 1.55624433865037 0.824395475169248 1.19092876619723 2.90367235404068 1.53817385264909 2.22205912539263 0.114139210970622 0.0604634161401496 0.0873459689587388
"2492" "7" "16" "III" "lehti" 0 0 0 37.1256069620978 36.4101574772815 4.94593339503439 12.5852994936531 12.3427675386015 1.67663395013895 7.27936575615235 7.13908472356625 0.969768877443003 2.04755603327275 2.0080974754468 0.272778725840274 3.78618600816962 3.71322222250736 0.504401822621676 0.608377590798599 0.596653514897159 0.0810490464490802
